,Zipcode,Hospital overall rating,Emergency Services_Yes
3057,92220,2.0,1.0
3058,92225,2.0,1.0
3059,92227,2.0,0.0
3060,92243,2.0,1.0
3061,92252,2.0,1.0
3062,92262,2.0,1.0
3063,92270,4.0,1.0
3064,92307,2.0,1.0
3065,92311,3.0,1.0
3066,92324,2.0,1.0
3067,92335,3.0,1.0
3068,92354,2.0,1.0
3069,92373,4.0,1.0
3070,92392,2.0,1.0
3071,92395,2.0,1.0
3072,92404,2.0,1.0
3073,92411,2.0,1.0
3074,92501,2.0,1.0
3075,92503,2.0,1.0
3076,92505,3.0,1.0
3077,92543,1.0,1.0
3078,92555,3.0,1.0
3079,92562,2.0,1.0
3080,92563,3.0,1.0
3081,92585,2.0,0.0
3082,92592,3.0,1.0
3083,92647,3.0,1.0
3084,92653,4.0,1.0
3085,92663,4.0,1.0
3086,92691,3.0,1.0
3087,92704,2.0,1.0
3088,92705,1.0,1.0
3089,92708,3.5,1.0
3090,92801,3.0,1.0
3091,92804,3.0,1.0
3092,92805,2.0,0.0
3093,92806,4.0,1.0
3094,92835,3.0,1.0
3095,92843,4.0,1.0
3096,92868,2.0,1.0
3097,92869,2.0,1.0
3098,92870,3.0,1.0
3099,92882,3.0,1.0
3100,93003,2.5,1.0
3101,93010,3.0,1.0
3102,93023,4.0,1.0
3103,93030,2.0,1.0
3104,93065,2.0,1.0
3105,93102,5.0,1.0
3106,93111,5.0,1.0
3107,93215,2.0,1.0
3108,93230,2.0,1.0
3109,93240,2.0,1.0
3110,93257,2.0,1.0
3111,93274,1.0,1.0
3112,93291,4.0,1.0
3113,93301,2.0,1.0
3114,93306,1.0,1.0
3115,93308,2.0,0.5
3116,93401,4.0,1.0
3117,93405,3.0,1.0
3118,93436,2.0,1.0
3119,93454,3.0,0.0
3120,93463,3.0,1.0
3121,93465,3.0,1.0
3122,93534,1.0,1.0
3123,93552,3.0,1.0
3124,93611,2.0,1.0
3125,93635,3.0,1.0
3126,93637,2.0,1.0
3127,93654,2.0,0.0
3128,93710,2.0,1.0
3129,93720,3.0,1.0
3130,93721,2.0,1.0
3131,93901,4.0,1.0
3132,93906,3.0,1.0
3133,93930,3.0,1.0
3134,93940,5.0,1.0
3135,94010,4.0,1.0
3136,94015,2.0,1.0
3137,94040,4.0,1.0
3138,94062,4.0,1.0
3139,94063,3.0,1.0
3140,94080,3.0,1.0
3141,94109,3.0,1.0
3142,94110,1.5,1.0
3143,94115,3.5,1.0
3144,94117,3.0,1.0
3145,94133,3.0,1.0
3146,94143,3.0,1.0
3147,94305,4.0,1.0
3148,94403,3.0,1.0
3149,94501,2.0,1.0
3150,94509,2.0,1.0
3151,94520,4.0,1.0
3152,94531,3.0,1.0
3153,94533,2.0,1.0
3154,94538,3.0,1.0
3155,94545,1.0,1.0
3156,94546,3.0,1.0
3157,94553,2.0,1.0
3158,94558,3.0,1.0
3159,94574,3.0,0.0
3160,94577,3.0,1.0
3161,94578,2.0,1.0
3162,94583,3.0,1.0
3163,94588,4.0,1.0
3164,94589,3.0,1.0
3165,94596,3.0,1.0
3166,94598,4.0,1.0
3167,94602,1.0,1.0
3168,94609,3.0,1.0
3169,94611,3.0,1.0
3170,94705,2.0,1.0
3171,94903,3.0,1.0
3172,94904,3.0,1.0
3173,94945,4.0,1.0
3174,94954,3.0,1.0
3175,95020,3.0,1.0
3176,95023,2.0,0.0
3177,95051,3.0,1.0
3178,95065,4.0,1.0
3179,95076,3.0,1.0
3180,95116,2.0,1.0
3181,95119,3.0,1.0
3182,95124,2.0,1.0
3183,95128,2.0,1.0
3184,95203,2.0,1.0
3185,95204,2.0,1.0
3186,95231,2.0,1.0
3187,95240,2.0,1.0
3188,95249,3.0,0.0
3189,95336,3.0,1.0
3190,95337,3.0,1.0
3191,95340,2.0,1.0
3192,95350,2.0,1.0
3193,95355,2.0,1.0
3194,95361,3.0,1.0
3195,95370,3.0,0.0
3196,95376,3.0,1.0
3197,95382,3.0,1.0
3198,95403,3.0,1.0
3199,95405,4.0,1.0
3200,95422,2.0,1.0
3201,95437,3.0,1.0
3202,95448,3.0,1.0
3203,95453,3.0,1.0
3204,95476,4.0,1.0
3205,95482,3.0,1.0
3206,95490,4.0,1.0
3207,95501,3.0,1.0
3208,95521,3.0,1.0
3209,95531,2.0,1.0
3210,95603,4.0,1.0
3211,95608,2.0,1.0
3212,95616,4.0,0.0
3213,95630,2.0,1.0
3214,95642,2.0,1.0
3215,95661,4.0,1.0
3216,95667,4.0,1.0
3217,95688,3.0,1.0
3218,95695,3.0,1.0
3219,95816,4.0,1.0
3220,95817,3.0,1.0
3221,95819,3.0,0.0
3222,95823,2.5,0.5
3223,95825,3.0,0.0
3224,95901,1.0,1.0
3225,95926,3.0,1.0
3226,95945,3.0,1.0
3227,95948,2.0,1.0
3228,95966,2.0,1.0
3229,95969,3.0,1.0
3230,95971,3.0,1.0
3231,96001,3.5,1.0
3232,96067,3.0,1.0
3233,96080,3.0,1.0
3234,96097,3.0,1.0
3235,96130,4.0,1.0
3236,96150,3.0,1.0
3237,96701,4.0,1.0
3238,96720,4.0,1.0
3239,96734,3.0,1.0
3240,96743,3.0,1.0
3241,96750,2.0,1.0
3242,96766,4.0,1.0
3243,96786,2.0,1.0
3244,96793,3.0,1.0
3245,96796,3.0,1.0
3246,96813,4.5,1.0
3247,96817,3.0,1.0
3248,96819,3.0,1.0
3249,96913,3.0,1.0
3250,97015,3.0,1.0
3251,97030,3.0,1.0
3252,97031,4.0,1.0
3253,97045,3.0,1.0
3254,97058,3.0,1.0
3255,97062,4.0,1.0
3256,97103,3.0,1.0
3257,97123,3.0,1.0
3258,97124,4.0,1.0
3259,97128,3.0,1.0
3260,97132,4.0,1.0
3261,97138,4.0,1.0
3262,97141,3.0,1.0
3263,97210,3.0,1.0
3264,97213,4.0,1.0
3265,97216,3.0,1.0
3266,97222,3.0,1.0
3267,97225,3.0,1.0
3268,97227,2.0,1.0
3269,97239,3.0,1.0
3270,97301,3.0,1.0
3271,97321,2.0,1.0
3272,97330,3.0,1.0
3273,97355,3.0,1.0
3274,97365,3.0,1.0
3275,97367,3.0,1.0
3276,97381,3.0,1.0
3277,97383,3.0,1.0
3278,97401,2.0,1.0
3279,97420,1.0,1.0
3280,97423,3.0,1.0
3281,97424,4.0,1.0
3282,97439,3.0,1.0
3283,97444,3.0,1.0
3284,97471,3.0,1.0
3285,97477,3.0,1.0
3286,97504,3.0,1.0
3287,97520,4.0,1.0
3288,97527,3.0,1.0
3289,97601,3.0,1.0
3290,97630,3.0,1.0
3291,97701,3.0,1.0
3292,97741,3.0,1.0
3293,97754,4.0,1.0
3294,97756,4.0,1.0
3295,97801,4.0,1.0
3296,97814,4.0,1.0
3297,97838,3.0,1.0
3298,97850,3.0,1.0
3299,97914,4.0,1.0
3300,98001,2.0,1.0
3301,98003,3.0,1.0
3302,98004,3.0,1.0
3303,98022,3.0,1.0
3304,98026,2.0,1.0
3305,98029,3.0,1.0
3306,98034,5.0,1.0
3307,98055,3.0,1.0
3308,98101,4.0,1.0
3309,98104,2.0,1.0
3310,98122,3.0,1.0
3311,98133,4.0,1.0
3312,98166,3.0,1.0
3313,98195,5.0,1.0
3314,98201,3.0,1.0
3315,98221,4.0,1.0
3316,98223,3.0,1.0
3317,98225,4.0,1.0
3318,98239,3.0,1.0
3319,98272,3.0,1.0
3320,98274,3.0,1.0
3321,98284,3.0,1.0
3322,98310,2.0,1.0
3323,98332,3.0,1.0
3324,98362,2.0,1.0
3325,98368,3.0,1.0
3326,98372,3.0,1.0
3327,98405,2.5,1.0
3328,98499,3.0,1.0
3329,98502,3.0,1.0
3330,98506,3.0,1.0
3331,98520,2.0,1.0
3332,98531,3.0,1.0
3333,98541,3.0,1.0
3334,98584,3.0,1.0
3335,98620,3.0,1.0
3336,98632,3.0,1.0
3337,98668,2.0,1.0
3338,98672,4.0,1.0
3339,98686,4.0,1.0
3340,98801,3.0,0.0
3341,98807,4.0,1.0
3342,98837,3.0,1.0
3343,98841,2.0,1.0
3344,98855,3.0,1.0
3345,98902,2.0,1.0
3346,98926,3.0,1.0
3347,98944,2.0,1.0
3348,98948,3.0,1.0
3349,99111,4.0,1.0
3350,99114,4.0,1.0
3351,99122,4.0,1.0
3352,99204,3.0,1.0
3353,99208,3.0,1.0
3354,99210,2.0,1.0
3355,99216,3.0,1.0
3356,99301,3.0,1.0
3357,99336,3.0,1.0
3358,99350,3.0,1.0
3359,99352,3.0,1.0
3360,99362,3.0,1.0
3361,99403,3.0,1.0
3362,99508,2.6666666666666665,1.0
3363,99559,3.0,1.0
3364,99645,3.0,1.0
3365,99669,3.0,1.0
3366,99701,3.0,1.0
3367,99801,3.0,1.0
3368,99901,3.0,1.0
